sale_post_id,brand_id,model_id,version_id,title,description,price,year,odo,location,status
640,29.0,160.0,647.0,Mazda 3 1.5 AT - 2018,"#Mazda3 trắng sx 2018, odo 4v km biển Hà Nội . 1 chủ từ đầu siêu mới . Nội ngoại thất nét căng . Lốp láp đây bịch theo xe từ đầu. 

Giá chỉ 4xx trung học là vào việc thôi ạ 

Bao check tesst toàn quốc",460000000,2018,40000,195 phạm văn đồng hà nội Hà Nội,active
641,50.0,319.0,1245.0,Volvo S90 LWB Ultimate B6 AWD - 2022,"Giá cả còn thương lượng, liên hệ để có giá tốt nhất

Volvo S90 LWB Ultimate B6 AWD 2022

Màu trắng, nội thất nâu

Odo: 30.000km

Cam kết: xe không đâm đụng, không thủy kích, odo chuẩn

Hỗ trợ trả góp ngân hàng",1898000000,2022,30000,"192-194-196 Đường số 30, Bình Trị Đông B, Bình Tân TP HCM 
								 Xem gian hàng  ⇨",active
642,20.0,97.0,339.0,Hyundai Kona 1.6 Turbo - 2018,"Hyundai Kona 1.6 Tubor bản cao cấp nhất

- Sx 2018 một chủ từ mới

- Odo : 6v3 km ( full ls bảo dưỡng hãng )

- Option miên man : ghế điện, cửa sổ trời , sạc không dây, Cruise control, cảnh báo vượt trên gương …

- Cam kết bằng văn bản xe không đâm đụng, không ngập nước

- Bao check test toàn quốc

- Hỗ trợ vay ngân hàng 70% thủ tục nhanh gọn

Liên hệ ngay để có giá tốt nhất",475000000,2018,63000,"Số 20 Nguyễn Văn Cừ, Long Biên Hà Nội 
														Website: xeluotstore.bonbanh.com",active
643,24.0,123.0,497.0,Kia Morning X-Line - 2022,"Kia New Morning Sx 2022 bản X-Line cao cấp nhất

- Lăn bánh : 2v km full lịch sử bảo dưỡng hãng

- Màu trắng biển hà nội , một chủ từ mới

Mới như vừa dắt hãng ra

- Opition miên man : màn hình, 6 loa, điều hoà tự động, đèn led ban ngày, cam lùi, sạc không giây…

- Cam kết bằng văn bản xe không đâm đụng ngập nước

Bao check toàn quốc

Hỗ trợ vay ngân hàng 70%

Liên hệ ngay để có giá tốt nhất",375000000,2022,20000,"Số 20 Nguyễn Văn Cừ, Long Biên Hà Nội 
														Website: xeluotstore.bonbanh.com",active
644,30.0,176.0,768.0,Mercedes Benz GLC 300 4Matic - 2017,"Mercedes GLC 300 4matic Sx 2017

- Màu đen / Nội thất kem

- Chạy đúng 6v miles ( full ls bảo dưỡng hãng )

- Option miên man: Cam 360, Cửa nóc đôi, cốp điện, nâng hạ gầm, loa burmester, vành AMG, hộp số 9 cấp …

- Cam kết bằng văn bản xe không đâm đụng, không ngập nước

- Bao check test toàn quốc

- Hỗ trợ vay ngân hàng hỗ trợ 70%

( Giá trên có thương lượng thêm ).

Liên hệ ngay để biết thêm chi tiết",935000000,2017,96560,"Số 20 Nguyễn Văn Cừ, Long Biên Hà Nội 
														Website: xeluotstore.bonbanh.com",active
645,20.0,83.0,280.0,Hyundai Accent 1.4 ATH - 2020,"Siêu đẹp

Accen 2020 ATH- bản full

Bác chủ vào thêm nhiều đồ

Nội-ngoại thất cực tươi

Cam kết nguyên zin tuyệt đối

Hỗ trợ vay 70%

Quý khách có nhu cầu lh",412000000,2020,65000,"88 Phạm Hùng - Mỹ Đình Hà Nội 
														Website: otoletruong.bonbanh.com",active
646,26.0,145.0,606.0,Lexus GS 350 F-Sport - 2012,"Hà nội chính chủ Bán Lexus GS 350 F-Sport SX 2012 model 2013 - 2016 , sedan 5 chỗ , có thương lượng , chạy 8.5 vạn km . Liên hệ e Trung chính chủ , xem xe tại tân ấp , phúc xá , ba đình , hà nội

- Sơn Màu đen , Nội thất da đen Động cơ: V6 3.5Lít Năm Sản xuất 2012

Optine rất nhiều gồm có

- Gương khiển điện, gương chiếu hậu chống chói ECM,

- Kính màu chống tia cực tím, cửa kính 1 chạm chống kẹt.

- Hàng ghế trước điều khiển điện, nhớ ghế lái.

- Sấy và làm mát hàng ghế trước.

- DVD, Radio FM-AM, kết nối Bluetooth, AUX, USB.

- Điều hòa tự động 2 vùng, hệ thống lọc không khí.

- Chế độ lái ECO hoặc Sport.

- Chuyển số trên vô lăng.

- Hệ thống cảm biến áp suất lốp TMPS.

- Hệ thống khóa Smart key, Start stop.

- Vô lăng điều khiển 4 hướng,

- Camera lùi

- Cửa nóc điều khiển điện.

- Che nắng điện phía sau.

.............",930000000,2012,85000,"Hồng hà, ba đình, hà nội Hà Nội",active
647,20.0,99.0,366.0,Hyundai SantaFe Premium 2.4L HTRAC - 2019,"Santafe Premium máy xăng - sx 2019 xe rất đẹp - bao zin - xe độ lên vô lăng méo thể thao - bộ là zăng - xe đi được 7 vạn km

- Xe cam kết không đâm đụng, không ngập nước, bao check hãng toàn quốc.			

- Hỗ trợ sang tên đổi chủ, thủ tục giấy tờ pháp lý rõ ràng.			

- Chế độ bảo hành hậu mãi, chăm sóc xe miễn phí sau khi mua xe			


Liên hệ để biết thêm thông tin xe",775000000,2019,70000,"36 Xuân Tảo - Xuân La - Tây Hồ Hà Nội 
														Website: auto689.bonbanh.com",active
648,47.0,292.0,1176.0,Toyota Vios E 1.5 MT - 2022,"Toyota VIOS 1.5E MT sx năm 2022. Xe đẹp rin từ dàn cò các bác téc thoải mái số sang. Giá có bớt chút

Liên hệ em Diệp để xem xe.",355000000,2022,0,"Khu 6 thôn Thường Lệ, xã Đại Thịnh, huyện Mê Linh Hà Nội 
														Website: otocumelinh.bonbanh.com",active
649,36.0,232.0,974.0,Porsche Cayenne S - 2015,"#PORSCHE_CAYENNE_S_Model2016


 Màu đen nội thất đen.

 Sản xuất: 2015

 Động cơ: Xăng, V6 3.6L 420HP, Tiptronic 8 cấp.

Đầy đủ tính năng:

✓ Màn hình cảm ứng 8 inch, cho phép thao tác dễ dàng và hiển thị rõ nét

✓ Driver test: Comfort, Sport, Sport Plus,… chế độ off road.

✓ 4 cây Phuộc hơi nâng hạ, 3 chế độ phuộc.

✓ Dàn âm thanh hàng hiệu Burmester 18 loa, mang đến âm thanh sống động và chất lượng cao

✓ Camera 360 độ , sấy sưởi ghế, cửa sổ trời toàn cảnh panorama, smart key,…


✓ Hồng Phúc Auto cam kết:

✓ Hệ thống điều khiển và điện trên xe không lỗi

✓ Pháp lý đầy đủ 100% không tranh chấp, không phạt nguội.

✓ Nhận trao đổi, giao lưu xe.

 Đặc biệt có nhận thu mua xe cũ giá cao nhất thị trường, có huê hồng cho người chỉ điểm.",1599000000,2015,63000,"C5/15B, Bình Hưng, Bình Chánh TP HCM 
														Website: autohongphuc.bonbanh.com",active
650,24.0,119.0,460.0,Kia Cerato 1.6 AT Luxury - 2018,"Cần bán xe 2018 số tự động máy số zin chính chủ xem xe tdm bình dương 

Xe lên nhiều đồ chơi khoảng 40trieu ae mua gọi điện để biết thêm, nếu không lấy đồ mình bớt tiền",365000000,2018,72000,"Phường Định Hòa, Thủ Dầu Một Bình Dương",active
651,30.0,169.0,726.0,Mercedes Benz C class C300 AMG - 2022,"- Xe Mercedes Benz C Class 2022, màu xanh dương, 2.0L, tự động, nội thất da, màn hình, camera, điều hoà tự động,...

- Xe chạy 42.000 km, máy móc nguyên bản, nội thất sạch sẽ, không đâm đụng, không ngập nước.

- Hỗ trợ thủ tục sang tên đổi chủ.",1599000000,2022,42000,"192 đường số 30, P. Bình Trị Đông B TP HCM 
								 Xem gian hàng  ⇨",active
652,20.0,83.0,280.0,Hyundai Accent 1.4 ATH - 2019,"- Thủ tục hồ sơ nhanh gọn

- Công chứng trong ngày.

- Bao check, test hãng.

- Hoàn tiền nếu lỗi.

- Cam kết không đâm đụng, ngập nước, tua km.

- Xem xe thương lượng trực tiếp.",390000000,2019,47000,"Số 10 đường Trịnh Hoài Đức, Thủ Đức. Hồ Chí Minh TP HCM",active
653,29.0,160.0,650.0,Mazda 3 1.5L Premium - 2022,"- Thủ tục hồ sơ nhanh gọn

- Công chứng sang tên trong ngày.

- Cam kết không đâm đụng, ngập nước, tua odo.

- Hỗ trợ ngân hàng.

- Check test hãng toàn quốc.",615000000,2022,28000,"8 Trịnh Hoài Đức, Phường Hiệp Phú, Thành Phố Thủ Đức. TP HCM",active
654,30.0,169.0,716.0,Mercedes Benz C class C200 Avantgarde - 2021,"Siêu lướt Mercedes C200 Avan 2022 

Màu trắng nội thất nâu 

Chạy đúng 24 ngàn km",1239000000,2021,24444,Cầu Giấy Hà Nội,active
655,20.0,99.0,366.0,Hyundai SantaFe Premium 2.4L HTRAC - 2019,"Em bán xe Santafe Premium máy Xăng - Sx: 2019-xe full lịch sử hãng - bản cao cấp nhất của máy xăng được trang bị rất rất nhiều tính năng option - xe gia đình đi giữ gìn, đẹp nguyên bản - xe full lịch sử hãng - hỗ trợ ngân hàng 70% - hỗ trợ sang tên nhanh",780000000,2019,0,"36 Xuân Tảo - Xuân La - Tây Hồ Hà Nội 
														Website: auto689.bonbanh.com",active
656,24.0,121.0,478.0,Kia K3 Premium 1.6 AT - 2022,"#KiaK3 bản premium đời 2022 xe siêu chất

Odo hơn 4 vạn 

Zin từ A tới Z

 mời anh em vào mặc cả xe mới đi 2 năm thôi xe cực mới ko đâm đụng k ngập nc

Giá có thương lượng sâu mời anh em",550000000,2022,45000,Hà Nội Hà Nội,active
657,20.0,99.0,351.0,Hyundai SantaFe 2.4L 4WD - 2017,"Hyundai santafe 2.4 full xăng sx 2017 odo 10,7v xịn. 

Cam kết không đâm đụng, không ngập nước, không va chạm ảnh hưởng kết cấu, sát xi, khung gầm, máy móc, hộp số.

Xe trang bị thêm màn Android, cam 360, sim 4g.

Xe đẹp thực sự, check test thoải mái, bao rút hồ sơ.",600000000,2017,107236,Nam Từ Liêm Hà Nội,active
658,20.0,99.0,358.0,Hyundai SantaFe CC 2.2L HTRAC - 2022,"AUTO CHỐT HÀ NỘI mới về chào bán ngay 


Nhập Team Nguyên Xe Mộc Hyundai Santafe 2.2D Premium Sản xuất 2022 xe đã chạy 4vạnkm còn rất mới. Lốp theo xe cả dàn, sơ cua chưa hạ.zin từ A đến Á …xe đẹp hết nước chấm , ACE TỰ TIN CỌC ONLINE .


ACE kết nối có khách cùng bán.Thank’s! 


Ở đâu giá tốt CHỐT đây sẽ tốt hơn. Giá rất linh động miễn sao vào việc trôi được xe.",1170000000,2022,40000,"VILLA 07 Lô C1 Khu đô thị Yên Hòa, Phường Yên Hòa, Quận Cầu Giấy ( Cạnh Công Viên Yên Hoà ) Hà Nội 
														Website: autochot.bonbanh.com",active
659,30.0,176.0,765.0,Mercedes Benz GLC 200 - 2021,"Chỉnh chủ e cần bán GLC 200 sx 2021 5vkm

Xe e mới độ nhẹ body lên glc300

Nguyên zin từ km đến sơn, e để mộc chưa dọn gì luôn ạ

Giá e bán thấp hơn thị trường nên ai mua để đi liên hệ e và xem xe tại hà nội ạ",1350000000,2021,50000,Thành phố chí linh Hải Dương,active
660,24.0,118.0,453.0,Kia Carnival Premium 2.2D 7S - 2024,"Xe siêu mới, chạy đúng 1.8 vạn km, chủ Hà Nội

 Xuất hóa đơn 1.2 tỷ – quá tiện cho doanh nghiệp

 Bảo hành không đâm va, không thuỷ kích – máy số zin

 Alo ngay để xem xe trong ngày!",1525000000,2024,18000,Hà Nội Hà Nội,active
661,20.0,99.0,358.0,Hyundai SantaFe CC 2.2L HTRAC - 2023,"- Hyundai Santa Fe 2023, màu nâu

- Xe trang bị động cơ dầu 2.2L, hộp số tự động 8 cấp, dẫn động cầu trước.

- Lăn bánh 16000km.

- Xe trang bị đầy đủ tiện nghi: màn hình giải trí, camera lùi, cảm biến lùi, điều hòa tự động, ghế chỉnh điện, cửa sổ trời, gương kính chỉnh điện, khóa thông minh, khởi động bằng nút bấm...

- Xe còn mới, không đâm đụng, không ngập nước, máy móc nguyên bản.

- Cam kết chất lượng xe.

- Hỗ trợ trả góp lên đến 70% giá trị xe.

- Thủ tục nhanh gọn, giao xe tận nhà.",1257000000,2023,16000,"192 đường số 30, P. Bình Trị Đông B TP HCM 
								 Xem gian hàng  ⇨",active
662,47.0,272.0,1075.0,Toyota Fortuner 2.4G 4x2 MT - 2019,"Toyota Fortuner 2019 máy dầu. Màu xám nho

Chính chủ sử dụng, Odo: 83.000 Km. Máy móc chạy kĩ êm ái, bốc và khỏe, ga số mượt mà. Gầm cao, khung gầm chắc chắn. Bảo dưỡng kỹ càng, Option đầy đủ.",652000000,2019,83000,"68 Hà Huy Giáp, Thạnh Lộc, Quận 12 TP HCM 
														Website: otosaigon68.bonbanh.com",active
663,47.0,276.0,1111.0,Toyota Innova 2.0E - 2018,"Chào bán Toyota Innova 2.0E 2018 xe tư nhân biển trắng không kinh doanh, đã lên đầy đủ màn androi, cam lùi, cam hành trình, ghế da, 2 lốp trước mới, 2 lốp sau còn theo xe, mời quý khách qua xem xe và thương lượng ạ

Cam kết xe không đâm đụng, không ngập nước bổ máy, hỗ trợ trả góp toàn quốc thủ tục sang tên nhanh gọn",440000000,2018,86000,"262 Nguyễn Xiển, Thanh Xuân Hà Nội 
														Website: ototamduc.bonbanh.com",active
664,47.0,292.0,1176.0,Toyota Vios E 1.5 MT - 2023,"SALON TÂM ĐỨC MỚI VỀ CHIẾC XE - GIÁ TỐT, CHẤT LƯỢNG ĐẢM BẢO!


 Dòng xe: Toyota Vios 1.5E MT

 Năm sản xuất: 2023 form 2024

 Số km đã đi: 68.000km

 Hộp số: Số sàn

 Nhiên liệu: Xăng

 Màu sắc: Trắng

 Giá bán: (Có thương lượng)


✓ Xe đẹp, máy móc nguyên bản, vận hành êm ái

✓ Không đâm đụng, không ngập nước, thuỷ kích

✓ Nội thất sạch sẽ, trang bị đầy đủ tiện nghi

✓ Giấy tờ đầy đủ, sang tên nhanh chóng


 Liên hệ ngay: (Có Zalo) để xem xe và lái thử!

 Xem xe tại: Salon Tâm Đức 

CS1: 262 Nguyễn Xiển, Thanh Xuân, HN

Mr. Đức",395000000,2023,68000,"262 Nguyễn Xiển, Thanh Xuân Hà Nội 
														Website: ototamduc.bonbanh.com",active
665,26.0,149.0,619.0,Lexus LX 470 - 2007,"Salon Tâm Đức chào bán Lexus GX470 đời 2007 – Nhập Nhật 1 chủ Hà Nội, xe đẹp

 Thông tin xe:

 • Hãng xe: Lexus

 • Dòng xe: GX470

 • Năm sản xuất: 2007

 • Xuất xứ: Nhập Nhật

 • Odo: 162.000 km

 • Động cơ: V8 4.7L mạnh mẽ

 • Hộp số: Tự động 5 cấp

 • Dẫn động: 4WD (4 bánh toàn thời gian)

 • Màu ngoại thất: Đen

 • Màu nội thất: Kem


 Trang bị & tiện nghi:

✓ Hệ thống treo khí nén êm ái, nâng hạ gầm

✓ Ghế da cao cấp, chỉnh điện, nhớ vị trí

✓ Điều hòa tự động, cửa gió hàng ghế sau

✓ Màn hình trung tâm, hệ thống âm thanh cao cấp Mark Levinson

✓ Camera lùi, cảm biến va chạm trước & sau

✓ Hệ thống an toàn ABS, EBD, BA, kiểm soát lực kéo, ổn định thân xe

✓ Cửa sổ trời, bệ bước điện


 Tình trạng xe:

 • Xe cam kết không đâm đụng tai nạn, không ngập nước

 • Động cơ, hộp số mượt mà, bảo dưỡng đầy đủ

 • Lốp mới, dàn gầm chắc chắn


 Giá bán: (có thương lượng)",650000000,2007,162000,"262 Nguyễn Xiển, Thanh Xuân Hà Nội 
														Website: ototamduc.bonbanh.com",active
666,47.0,292.0,1174.0,Toyota Vios 1.5G - 2020,"VIOS G 2020 ZIN

Senda quốc dân 1 chủ đi kỹ dùng bền.

ODO 6v7 mới bảo dưỡng cái độp.

Không đâm đụng, ngập nước, lốp mới.

Option nâng cấp: màn hình, đèn bi led...

Xem xe tại Vũng Tàu",415000000,2020,67000,"16 Chi Lăng, P12, TP Vũng Tàu Bà Rịa Vũng Tàu",active
667,19.0,77.0,257.0,Honda Civic G 1.5 AT - 2022,"Tứ Quý Auto hiện đang bán xe Honda Civic 1.5G Turbo 2022. Xe nhập khẩu Thái Lan, đăng kí tư nhân chính chủ - Max Đẹp - ODO zin 22.000 Km.

Xe trang bị gồm: Đề nổ Start/Stop, vô lăng tích hợp, màn hình, camera lùi, cảm biến lùi, túi khí, điều hòa tự động, phanh tay điện tử, cân bằng điện tử, Bluetooth/AUX/USB, CD/MP3/FM/AM,... cùng nhiều tiện ích khác.

Cam kết với khách hàng bằng văn bản khi mua xe tại Tứ Quý:

- Cam kết xe nguyên bản không đâm đụng, ngập nước

- Nhiều chế độ bảo hành và hậu mãi

- Hỗ trợ mọi thủ tục vay vốn, sang tên, lãi suất ưu đãi

UY TÍN LÀ SỰ SỐNG CÒN CỦA CHÚNG TÔI !",695000000,2022,22000,"Số 18 Hoàng Quán Chi, Cầu Giấy Hà Nội 
														Website: tuquyauto.bonbanh.com",active
668,20.0,99.0,352.0,Hyundai SantaFe 2.4L HTRAC - 2019,Hyundai Santafe máy xăng bản đặc biệt 2.4L Htrac sx 2019 odo 50.000km,768000000,2019,50000,"25-31 Dương Đức Hiền, p. Tây Thạnh, q. Tân Phú TP HCM 
														Website: otoanhchau.bonbanh.com",active
669,47.0,272.0,1083.0,Toyota Fortuner 2.7V 4x4 AT - 2017,"Toyota Fortuner 2.7V 4x4 AT 2017 ( 2 Cầu)

 Ngoại thất: Trắng / Nội thất: Nâu

 Nhập Khẩu: Indonesia- 2 Cầu đi rất khác biệt

 Odo/Đã đi : 10v km full lịch sử bảo dưỡng hãng

 Option: Ghế điện/ Da nguyên bản, Cốp điện, Camera 360, Chìa khoá thông minh, đèn Bi…


✓️Nói ko với xe lỗi tai nạn + ngập nước, động cơ, hộp số, keo chỉ nguyên bản. 

✓️Cam kết chất lượng, Check test theo yêu cầu.

✓️Có bảo hành sau mua + hỗ trợ thủ tục sang tên Banks -> Nhanh chóng.

 Xem xe xin liên hệ.",725000000,2017,99989,"Số 8 Vũ Đức Thận - Việt Hưng - Long Biên Hà Nội 
								 Xem gian hàng  ⇨",active
670,33.0,203.0,889.0,Mitsubishi Xpander Premium 1.5 AT - 2023,"Mitsubishi Xpander Premium 2023 – Xe mới cứng – Mới chạy 2v3!

Chiếc MPV 7 chỗ siêu hot, máy bốc – đi sướng – rộng rãi tiện nghi, nay có sẵn bản cao cấp chạy cực ít:


 Xpander Premium – SX 2023

 Odo chuẩn chỉ 2.3 vạn km

 Xe đẹp như mới – nội thất còn thơm mùi hãng

 Trang bị: Đèn LED, màn hình lớn, camera lùi, phanh ABS, cân bằng điện tử, điều hòa mát lạnh cả 3 hàng ghế...

 Gầm cao – rộng rãi – tiết kiệm nhiên liệu – bảo dưỡng rẻ

✓ Xe không lỗi – bao check hãng

✓ Hỗ trợ sang tên – giao xe tận nơi

✓ Hỗ trợ vay ngân hàng nhanh gọn",588000000,2023,23000,"Số 1 Nguyễn Văn Huyên, Cầu Giấy Hà Nội 
														Website: big-car.bonbanh.com",active
671,19.0,77.0,256.0,Honda Civic E 1.8 AT - 2019,"Civic 1.8AT

SX 2019

Odo 6v

Check test thoải mái, có hỗ trợ bank",515000000,2019,60000,"Số 1 Nguyễn Văn Huyên, Cầu Giấy Hà Nội 
														Website: big-car.bonbanh.com",active
672,33.0,202.0,882.0,Mitsubishi Xforce Premium - 2024,"Mitsubishi Xforce Premium 2024 – SUV hot nhất phân khúc

Mới chạy 7.000km, xe đẹp như mới


Full option: cam 360, ga tự động, cảnh báo điểm mù...


Giá rẻ hơn xe mới hàng chục triệu

xe em kết chất lượng",679000000,2024,7500,"Số 1 Nguyễn Văn Huyên, Cầu Giấy Hà Nội 
														Website: big-car.bonbanh.com",active
673,20.0,90.0,307.0,Hyundai Elantra 2.0 AT - 2019,"Chiếc sedan hạng C cực đẹp dành cho khách tìm xe chạy ngon – bền – nhiều tiện nghi mà giá chỉ ngang xe hạng B!


 Elantra 2.0AT – SX 2019

 Odo: Chuẩn 4.6 vạn km

 Động cơ 2.0 mạnh mẽ – lái cực sướng – form thể thao

 Trang bị: màn hình, cảm biến, camera lùi, điều hoà tự động, Cruise Control...

 Nội thất đẹp – máy móc zin – không lỗi

 Hỗ trợ bank – sang tên nhanh

 Bao check hãng – không đâm đụng – không thủy kích

 Xe về chỉ việc chạy – hỗ trợ sang tên, giao xe tận nơi",490000000,2019,46000,"Số 1 Nguyễn Văn Huyên, Cầu Giấy Hà Nội 
														Website: big-car.bonbanh.com",active
674,15.0,57.0,168.0,Ford Everest Titanium 2.0L 4x2 AT - 2020,"Chiếc SUV 7 chỗ máy dầu cực chất, dáng thể thao – nội thất sang trọng – tiết kiệm nhiên liệu:


 Everest Titanium 2.0AT – SX 2021 – Form mới 2022

 Dẫn động 1 cầu – máy dầu – số tự động 10 cấp

 Odo chuẩn 8 vạn km – Xe cực giữ gìn

 Trang bị: Cốp điện, Cruise Control, ghế điện, màn hình lớn, điều hòa tự động 2 vùng, phanh tay điện tử, camera lùi, cảnh báo điểm mù...

 Gầm bệ chắc chắn – nội thất sạch đẹp như mới",900000000,2020,80000,"Số 1 Nguyễn Văn Huyên, Cầu Giấy Hà Nội 
														Website: big-car.bonbanh.com",active
675,44.0,256.0,1013.0,Suzuki Swift 1.4 AT - 2016,"Một lựa chọn quá hợp lý cho anh chị nào cần xe đi phố – đi lại hàng ngày – nhỏ gọn dễ lái, chi phí sử dụng cực thấp:


 Suzuki Swift 1.4AT – Sản xuất 2016

 Odo chuẩn 8 vạn km

 Máy xăng 1.4 – số tự động – siêu tiết kiệm nhiên liệu

 Thiết kế nhỏ gọn – xoay trở linh hoạt – gầm cao hơn xe sedan

 Điều hòa mát – nội thất gọn gàng – xe giữ gìn kỹ

 Hỗ trợ trả góp – sang tên nhanh gọn",319000000,2016,80000,"Số 1 Nguyễn Văn Huyên, Cầu Giấy Hà Nội 
														Website: big-car.bonbanh.com",active
676,15.0,57.0,169.0,Ford Everest Titanium 2.0L 4x4 AT - 2019,"Chiếc xe dành cho anh chị em cần một chiếc SUV gầm cao – máy khỏe – đi đường nào cũng tự tin:


 Everest Titanium 2.0 Bi-Turbo – SX 2019 – Nhập khẩu Thái Lan

 Odo chuẩn: 7 vạn km

 Dẫn động 4x4 (2 cầu) – số tự động 10 cấp siêu mượt

 Trang bị: Adaptive Cruise Control, giữ làn, phanh khẩn cấp, cốp điện, đèn LED, 7 túi khí, cách âm cực tốt

 Xe đẹp không lỗi – nội thất nguyên bản, máy móc cực chất",880000000,2019,80000,"Số 1 Nguyễn Văn Huyên, Cầu Giấy Hà Nội 
														Website: big-car.bonbanh.com",active
677,20.0,102.0,380.0,Hyundai Stargazer CC 1.5 AT - 2022,"Stargazer bản Premium – SX 2022

 Odo chuẩn 5,7 vạn km – xe chạy giữ, máy zin, số mượt

 Trang bị: Đèn LED, Cruise Control, cân bằng điện tử, camera lùi, điều hòa tự động…

 Nội thất rộng – thoáng – phù hợp gia đình hoặc chạy dịch vụ cao cấp


Xe cam kết chất lượng, check test toàn quốc",525000000,2022,57000,"Số 1 Nguyễn Văn Huyên, Cầu Giấy Hà Nội 
														Website: big-car.bonbanh.com",active
678,47.0,272.0,1081.0,Toyota Fortuner 2.7V 4x2 AT - 2019,"Toyota Fortuner 2.7AT – SX 2019 – Máy xăng – 1 chủ từ mới!

Chiếc SUV 7 chỗ máy xăng bền bỉ – giữ giá – thương hiệu quốc dân:


 Sản xuất 2019 – Bản 2.7AT – 1 cầu (máy xăng)

 Odo chuẩn 69.000 km – 1 chủ sử dụng từ đầu

 Full lịch sử bảo dưỡng chính hãng Toyota

 Ngoại hình đẹp – nội thất sạch – máy móc zin

 Trang bị: Ghế điện, điều hòa tự động, màn hình, camera lùi, 7 túi khí, Cruise Control...


 Giá chào: Liên hệ trực tiếp để có giá tốt nhất!",780000000,2019,69000,"Số 1 Nguyễn Văn Huyên, Cầu Giấy Hà Nội 
														Website: big-car.bonbanh.com",active
679,15.0,64.0,198.0,Ford Ranger Raptor 2.0L 4x4 AT - 2024,"Chiếc bán tải hiệu năng cao hot nhất phân khúc, mới lăn bánh chưa đến 4 vạn km, ngoại hình siêu ngầu – nội thất hiện đại – chạy siêu sướng!

Ford Ranger Raptor SX 2024

Odo chuẩn 3.9 vạn km – Xe 1 chủ từ mới

Máy dầu Bi-Turbo – hộp số 10 cấp – dẫn động 4WD

Trang bị: Màn hình 12 inch, HUD, camera 360, Cruise Control, hệ thống treo FOX độc quyền, hệ thống địa hình đa chế độ...

Gầm cao, vững chãi – nội thất giữ gìn như mới

Giá chào: Liên hệ để có giá tốt nhất!",1234000000,2024,39000,"Số 1 Nguyễn Văn Huyên, Cầu Giấy Hà Nội 
														Website: big-car.bonbanh.com",active
680,33.0,198.0,842.0,Mitsubishi Outlander 2.0 CVT - 2019,"OUTLANDER 2.0 2019 (ZIN)

Phân khúc SUV nhiều chỗ cực bền và có ngoại hình trưởng thành.

1 chủ mua mới odo 42 nghìn full lịch sử.

Option đầy đủ, nội thất thoãi mái.

Không đâm đụng, không ngập nước, bao check test.",585000000,2019,42000,"16 Chi Lăng, P12, TP Vũng Tàu Bà Rịa Vũng Tàu",active
681,47.0,292.0,1174.0,Toyota Vios 1.5G - 2020,"VIOS G 2020 

ODO mới 4v7 km - Xe đẹp nguyên bản.

Full lịch sử hãng - đăng kiểm bảo hiểm 2 chiều đầy đủ.

Cam kết Không đâm đụng thuỷ kích.",425000000,2020,47000,"16 Chi Lăng, P12, TP Vũng Tàu Bà Rịa Vũng Tàu",active
682,24.0,128.0,509.0,Kia Rio 1.4 AT - 2015,"KIA RIO AT 2015 CỌP

Sedan giá bình dân nhưng lại đáp ứng như cầu tốt.

Chủ mua mới từ đầu chỉ mới đi 6v km

Tình trạng xe zin toàn tập, bảo dưỡng kỹ.

Option: đèn auto, màn hình, gương điện, cruise control, nút bấm vô lăng...",315000000,2015,63000,"16 Chi Lăng, P12, TP Vũng Tàu Bà Rịa Vũng Tàu",active
683,47.0,293.0,1186.0,Toyota Wigo G 1.2 AT - 2024,"Xe đã qua sử dụng chính hãng tại Toyota Giải Phóng - Pháp Vân

Xe đã được kiểm tra 176 hạng mục theo tiêu chuẩn của Toyota.

Xe được bảo hành và cam kết khung gầm, động cơ hộp số nguyên bản. Cam kết xe không đâm đụng, không bị ngập nước thuỷ kích.

Có hỗ trợ vay ngân hàng từ 70-75% giá trị xe

Ưu tiên thu mua đổi xe cũ lấy xe mới, xe cũ lấy xe cũ đời cao.

Gọi em ngay để được mua giá tốt.

Cám ơn quý khách đã quan tâm và sử dụng dịch vụ!",415000000,2024,2800,"Ngã ba Pháp Vân, Phường Hoàng Liệt, Quận Hoàng Mai Hà Nội 
														Website: toyotasurephapvan.bonbanh.com",active
684,15.0,57.0,168.0,Ford Everest Titanium 2.0L 4x2 AT - 2022,"Ford Everest Titanium Bi-Turbo 4x2 - Sx2022

- Odo: 43.000km ( chuẩn odo)

- Đã kiểm tra 167 điểm đâm đụng ngập nước có xác nhận của hãng.

- Giá: ib 


 ----

✓ ̂́ ̂ đ ̂ đ ̣ , ̣̂ ̛ ̛́ ̀ O đ ̂̀ ̂̀

✓ - Đ ̂̉ - ́ ̛́ ̀ ̛̉ ̣ 

✓ ̣̂ Đ ̣̆ ̛ ̛́ ̂ ̂̀",1005000000,2022,42000,"161F phường 3, Quận 8 TP HCM 
								 Xem gian hàng  ⇨",active
